-0.5273288488388062	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, -0.11506689285135563, 0.5979046686166269, -0.7797447614585855, 0.17384616161282018, 0.0881561673214506, 0.05556756519243522, 0.861350266198792, -0.5401713355273763, 0.6706676268821938, -0.6889895388786842, 0.4006768501925455, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.7494445389948534, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.44355077651627806, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, -0.012976115600265903, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, 0.043959881275927426, 0.0653904746684455, 0.6847757481549288, 0.25753174467619333, 0.7993695376552821, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, 0.7639971938397521, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, -0.07582993702115903, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.5601126968772046, 0.7998495096798197, 0.4407679121010488, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, 0.28810443808382624, -0.3043780901634725, -0.9737412478254086, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.6824257373809814	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, -0.11506689285135563, 0.5979046686166269, -0.5340360794145866, 0.17384616161282018, 0.0881561673214506, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.3448587473430127, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.7494445389948534, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.44355077651627806, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, -0.012976115600265903, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.5324743152336662, -0.9132652973678568, 0.6847757481549288, 0.25753174467619333, 0.9604837172268352, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, 0.7639971938397521, -0.5212934869032786, 0.8513707526212615, -0.8447914966615282, -0.07582993702115903, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, 0.4407679121010488, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.08108747598872323, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, -0.04670495720167556, -0.9858714244339768, -0.9737412478254086, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.6602377891540527	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.32685682579053, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, 0.762820317823558, -0.11506689285135563, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5380137411231272, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.3448587473430127, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.7494445389948534, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.6793684128267974, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.44355077651627806, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, -0.012976115600265903, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.5324743152336662, -0.9132652973678568, 0.6847757481549288, 0.25753174467619333, 0.9604837172268352, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.5298834398962229, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, -0.07582993702115903, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, 0.4407679121010488, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, 0.9424406481933834, -0.04670495720167556, -0.9858714244339768, -0.9737412478254086, 0.24557823698522752, 0.663908146714838, -0.36054384689319985, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.3588157892227173	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.42262939839694447, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.10426890580011028, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, 0.762820317823558, -0.11506689285135563, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5380137411231272, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.3448587473430127, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.7494445389948534, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.6793684128267974, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.44355077651627806, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, -0.012976115600265903, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.5071733584475038, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.5324743152336662, -0.9132652973678568, 0.6847757481549288, 0.25753174467619333, 0.9604837172268352, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.5298834398962229, 0.13885108080026742, -0.8139621599207805, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, -0.07582993702115903, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, 0.4407679121010488, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, 0.9424406481933834, -0.04670495720167556, -0.9858714244339768, -0.9737412478254086, 0.24557823698522752, 0.663908146714838, -0.36054384689319985, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.1818110942840576	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, 0.29829959906544223, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5015339961633067, -0.1262394910863065, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.7494445389948534, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, 0.01722048366457174, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.44355077651627806, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, 0.9463163616434589, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, 0.043959881275927426, -0.9132652973678568, 0.6847757481549288, 0.25753174467619333, 0.7993695376552821, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, 0.7639971938397521, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, -0.07582993702115903, -0.6045321341138377, 0.14457536493363565, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, 0.4407679121010488, -0.009027830647168722, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, -0.04670495720167556, -0.3043780901634725, -0.9737412478254086, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.6602733135223389	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, 0.29829959906544223, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5015339961633067, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.7494445389948534, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, 0.01722048366457174, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.44355077651627806, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, 0.9463163616434589, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.5324743152336662, -0.9132652973678568, 0.6847757481549288, 0.25753174467619333, 0.7993695376552821, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, -0.07582993702115903, -0.6045321341138377, 0.14457536493363565, 0.8071472648443447, 0.9314038438262091, 0.7998495096798197, 0.4407679121010488, -0.009027830647168722, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, -0.04670495720167556, -0.3043780901634725, -0.9737412478254086, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.641352653503418	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, 0.29829959906544223, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5015339961633067, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.5751206707299479, -0.647996736438307, 0.309444877505205, 0.06098009603472909, 0.01722048366457174, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.9518209712225576, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, 0.9463163616434589, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.5324743152336662, -0.9132652973678568, 0.6847757481549288, 0.25753174467619333, 0.7993695376552821, -0.25263710688144214, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, 0.35286572519211745, -0.6045321341138377, 0.14457536493363565, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, 0.4407679121010488, -0.009027830647168722, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, -0.04670495720167556, -0.3043780901634725, -0.9737412478254086, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-1.8574782609939575	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, 0.5778152621571575, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, 0.29829959906544223, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5380137411231272, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, 0.6104125997966297, 0.17588766451910254, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.3448587473430127, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.5751206707299479, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, -0.7852292835615835, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.9518209712225576, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, 0.9463163616434589, -0.4878000995209333, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.2588323514408388, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.5324743152336662, 0.0653904746684455, 0.6847757481549288, 0.25753174467619333, 0.45135151397064677, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, 0.35286572519211745, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, 0.4407679121010488, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.6465988557298921, -0.03134304552287137, -0.04670495720167556, -0.3043780901634725, -0.9737412478254086, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, -0.36274260999911645, -0.4676539312591137]
-0.9267988801002502	(8, 12, 2)	[0.478960970443681, 0.9228768095003235, -0.9742536791342786, 0.35373521071197445, 0.8752263904772655, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, 0.29829959906544223, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5380137411231272, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.8504028935407544, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.5751206707299479, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, 0.39179301302593417, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.9518209712225576, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, 0.9463163616434589, -0.7244562968184014, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.12482483209159745, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.7987021138580328, 0.0653904746684455, 0.6847757481549288, 0.25753174467619333, 0.45135151397064677, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, 0.35286572519211745, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, -0.12301167902541388, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.16931246523946264, -0.03134304552287137, -0.04670495720167556, -0.3043780901634725, 0.4056909489721252, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, 0.2648569939044445, -0.4676539312591137]
-1.8411059379577637	(8, 12, 2)	[0.478960970443681, -0.47579688582213353, -0.9742536791342786, 0.35373521071197445, -0.46234546503987595, 0.1778336574383932, 0.615873680814987, 0.9893812675570985, -0.8241770761857814, -0.5467512949782665, 0.6141933784493905, 0.21634854868870068, -0.3921857999084184, -0.946716634799531, -0.1439991057664527, -0.891051396391578, 0.9365331713909169, 0.13677877461872923, 0.509666984202509, -0.7550293247227542, -0.35987215446086385, 0.29829959906544223, 0.7463270009615899, -0.7797447614585855, 0.17384616161282018, -0.5015339961633067, 0.05556756519243522, 0.861350266198792, -0.46061317879955954, 0.6706676268821938, -0.6889895388786842, -0.6957783335810883, 0.8504028935407544, 0.10128740412330317, 0.4011409721918835, 0.49905594943007303, -0.6619855329721589, 0.9826934774079679, 0.21696044336471276, 0.7588749999146325, -0.3827195660684828, -0.2190207412965799, 0.5751206707299479, -0.021782911040125752, 0.309444877505205, 0.06098009603472909, -0.8223436305949137, 0.9488232876856983, 0.6260506609990444, 0.01802951044250789, 0.39179301302593417, 0.718424740660907, -0.646633503198053, 0.2915844631609239, 0.9518209712225576, 0.8840837857466717, -0.8751089393777602, -0.029128716814161848, 0.17346899912838198, 0.15306069960446078, -0.8308630582593675, 0.9463163616434589, -0.7244562968184014, 0.3412373872792094, 0.4133676182911905, -0.008863645891365568, 0.6544140052530685, 0.25802520463330336, 0.3974771765486529, -0.5300194544069114, 0.12531400101555112, 0.12482483209159745, -0.33741636159040134, -0.4702863575712013, 0.11391344937000403, -0.7987021138580328, 0.0653904746684455, 0.6847757481549288, 0.25753174467619333, 0.45135151397064677, -0.4941225401292424, -0.30508276847580373, -0.8273813096320668, 0.17665470854836451, -0.9134865104394185, 0.13885108080026742, 0.07976722893479171, -0.12198652626867657, -0.49868570153074754, -0.5212934869032786, 0.9044375598449577, -0.8447914966615282, 0.35286572519211745, -0.6045321341138377, 0.4117693364612516, 0.8071472648443447, 0.9314038438262091, 0.6346616096862638, -0.12301167902541388, -0.13212539329369455, 0.33444564751395256, -0.46235789403215155, -0.7718196488431088, -0.8099477103605086, -0.16931246523946264, -0.03134304552287137, -0.04670495720167556, -0.3043780901634725, 0.4056909489721252, 0.24557823698522752, -0.34081174266332037, 0.8696778507562999, -0.20337020452711974, -0.8317147002779792, 0.1057209787050335, 0.1290757413930459, 0.1263103370289813, -0.9400624755686862, 0.2648569939044445, -0.4676539312591137]
